Pregunta|Intencion
como generar mi clave para cajero|Cat_288
de cuanto es el %de un plazo fijo por mes|Cat_183
queria consultar por un debito automatico que no se realizo|Cat_129
quiero pagar mi tarjeta del hipotecario mediante mi tarjeta de debito del santander|Cat_132
como se si puedo acceder a los creditos para comprar auto|Cat_248
el cajero no me dio la plata que puedo hacer?|Cat_297
pasame por favor un numero de telefono para llamrlos|Cat_147
quiero hacer una tansferencia|Cat_83
como puedo solicitar el prestamo prendario para un coche usado?|Cat_223
puedo cargar la tarjeta sube acá?|Cat_132
sali sorteado en procrear quisiera saber como sigue el proceso del préstamo hipotecario|Cat_223
tengo una deuda con el banco ayer hice el deposito de una parte del mismo  a mi hoy me llego una telegrama del banco|Cat_193
necesito saber cuando van a cancelar el pago de las letes que vencieron el|Cat_172
necesito numero telefono visa|Cat_147
necesito armar una cuenta en el banco|Cat_39
para plazo fijo por dias como tengo q hacer?|Cat_181
queria saber cuando imputan el pago de tarjeta|Cat_279
bueno... chau !|Cat_7
retirar dinero tarjeta debito|Cat_287
como averiguo cuanto tengo que pagar del credito uva|Cat_239
cuánto tarda en acreditarse en la cuenta la venta de bonos?|Cat_161
que hay que hacer para depositar en la cuenta sueldo?|Cat_72
como activar iu?|Cat_140
a cuanto se me va la tarjeta por pago con mora?|Cat_349
no me enviaron el cheque por siniestro|Cat_270
para saber si puedo acceder a una cuenta|Cat_39
te queria consultar con respecto a la clave de letras que se usa en el cajero para extracciones  se puede cambiar? porque no logro recordarla|Cat_288
como se ajusta el préstamo hipotecario? me das un ejemplo?|Cat_229
cómo aumento la suma asegurada de incendio de mi vivienda?|Cat_268
ahorro extranjero|Cat_39
como puedo sacar el adelanto ?|Cat_56
quierp sacar un préstamo pero estoy en el veraz ... puedo??|Cat_244
el nombre de mi tarjeta no es correcto que puede estar pasando ?|Cat_315
existen cargos recibir una transferencia internacional?|Cat_31
no tengo deuda pero la tarjeta no se puede usar|Cat_286
se puede pedir un préstamo siendo monotributista|Cat_248
quisiera saver cuando me van hacer el reintegro del limite de la tarjeta‚äö¬¨√ö¬°¬¨í‚ç¨¬¶¬°¬¨‚ç¨≈°¬¨√≠‚ä¶¬°¬¨¬π|Cat_314
estoy de viaje y me robaron las tarjetas de credito|Cat_294
quiero solicitar un paquete|Cat_39
como puedo enviar un correo al banco?|Cat_29
rescate a otra sucursal|Cat_318
como hago para generar un pin y activar mi tarjeta de débito visa?|Cat_288
como cancelo mi deuda|Cat_192
como puedo ver una simulación de préstamo?|Cat_251
brindas numero llamar productos atrasados pago|Cat_194
estoy por recibir una transferencia desde estados unidos. hay algo que deba hacer?|Cat_32
que tengo que hacer para tramitar una cuenta corriente|Cat_39
me llego la tarjeta y no la solicite|Cat_310
no manejo cheques  que tengo que hacer?|Cat_49
este da ya lo di de baja y me sigue figurando|Cat_292
me envían a mi domicilio la chequera?|Cat_45
necesitaba hacer el cambio de un producto que me mandaron pero parece que vino mal de fábrica|Cat_329
que me piden para retirar dinero por extracash|Cat_296
como tengo que hacer para dar de baja mi tarjeta de debito santander?|Cat_41
podes averiguar si ya me envíaron la tarjeta|Cat_293
solicitar copia resumen con debito automatico afip|Cat_138
cobro reposicion adicional no solicitar|Cat_97
beneficios beach pinamar?|Cat_311
tengo un cheque en euros como lo puedo cobrar?|Cat_30
no me depositarion las acciones que vendimos|Cat_153
y si quisiera entrar en un plan v|Cat_308
donde entro para hacer un simulacro del. prestamo|Cat_251
imprimir cupon pagar tarjeta rapipago|Cat_342
nesecito refinanciar un prestamo personal atraso|Cat_120
queria dejar asentado que perdí un cheque en un robo|Cat_48
porque no me dieron de baja una cta si ya lo pedi|Cat_41
como sé si califico para pedir un préstamo personal?|Cat_248
que es necesario para obtener una caja de ahorro en pesoss|Cat_39
dan préstamos para los que están t el veraz?|Cat_244
creo que perdí un cheque|Cat_48
cómo hacer para compartir la cuenta con un nuevo titular?|Cat_38
cual es la edad limite para el prestamo hipotecario|Cat_248
trato de comprar bonos nominales de aa y me es imposible hacerlo desde online banking|Cat_157
pedi el cambio de sucursal y no lo veo reflejado|Cat_66
reposición por robo de las tarjetas|Cat_294
las preguntas de seguridad  donde se editan?|Cat_103
necesito cambiar el dia de entrega de la tarjeta|Cat_318
creo que completé mal la información de un cheque|Cat_43
todavia estoy esperando que me llegue al domicilio la tarjeta|Cat_293
quiero dar de baja este seguro de vida de saldo deudor|Cat_319
a que numero puedo llamar para comunicarme desde el interior por informacion?|Cat_147
no sabía que asignaban los asientos al azar. necesito hacer el cambio de lugares de las entradas que canjeé.|Cat_324
había dado de baja el seguro   pero que me lo siguen cobrando.|Cat_263
me podes dar una mano con comercio exterior?|Cat_36
necesito hacer un plan de pago de la tarjeta visa|Cat_308
cuanto plata disponible tarjeta|Cat_303
tarjeta credito visa figura extración adelantar imposible banco permitir sumo|Cat_112
como hago para retirar un descubierto|Cat_56
necesito saber cómo me pueden depositar dinero extranjero a mi cuenta|Cat_32
necesitaría un resumen de los plazos fijos constituidos y la renta que me generaron para hacer la presentacion de ganancias sobre renta financiera|Cat_137
pierdo las millas que junté por no usarlas?|Cat_274
como se puede pedir la tarjeta contactless?|Cat_291
quisiera saber sobre un préstamo de en cuotas siendo cliente del banco|Cat_251
debitar monto tarjeta credito programar|Cat_38
cual es el monto mínimo y máximo al que puedo acceder para el ccredito?|Cat_236
si hago un deposito ahora cuándo me lo acreditan?|Cat_109
recibir transferencia único|Cat_83
hora transferencias|Cat_83
que debo hacer cuando encuentro una propiedad para el préstamo hipotecario?|Cat_241
un fideicomiso es apto para solicitar un préstamo hipotecario?|Cat_228
el plazo fijo vence mañana puede ser que un día antes no figure?|Cat_185
puedo sacar plata en el work cafe?|Cat_149
quiero saber de cuanto es mi deuda|Cat_99
tengo un seguro ya contratado desde hace varios aaños y quiero saber como lo puedo ver desde mi home banking|Cat_271
tramitar tarjeta visa credito|Cat_337
problema extraer dinero cajero|Cat_297
realizar debito litoral|Cat_129
los reintegros de los pagos de los servicios...cuando se reintegran?|Cat_312
puedo reversar un canje de puntos superclub si todavía no recibí el regalo?|Cat_331
ya que me mude y no cambie el domicilio|Cat_103
simulacion de credito|Cat_251
tengo una llamada perdida|Cat_146
designacion escribano|Cat_207
quiero trabajar con ustedes|Cat_102
cuál es el monto máximo que otorgan del préstamo?|Cat_236
reposición de la tarjeta priority pass hace meses que no se resuelve|Cat_316
olvide mi contraseña|Cat_1
como pago la master por el autoservicio?|Cat_342
reintegro % promocion restaurante|Cat_312
puedo solicitar un prestamo hipotecario para remodelar mi casa?|Cat_228
estoy intentando activar y agregar mas paises de uso a mi tarjeta visa debito a traves del homebanking|Cat_304
necesito aprobar una compra|Cat_283
puedo reversar una transferencia porque tuve un error?|Cat_82
si yo puedo pasar para cobrar la asignación universal x hijo|Cat_37
como veo mi factura de la tarjeta|Cat_138
pedido de superclub todavia no me ha llegado|Cat_326
me mandaron mail de procrear informando que desde podía acceder a las nuevas condiciones del préstamo hipotecario como sigue el proceso?|Cat_223
necesito un prestamo urgente pero no soy cliente actual|Cat_248
que tengo que hacer para hacer para tener la tarjeta nova|Cat_306
adonde debo dirigirme para solicitar prestamo|Cat_223
quiero hacer una inversión de super fondos|Cat_176
dejen de llamarme todos los días entre las de la mañana sin parar. no quiero ningún seguro.|Cat_136
cual es el costo mensual de la tarjeta de debito|Cat_96
solicitar tarjeta de debito|Cat_39
querer pagar tarjeta cuenta otro banco|Cat_342
puedo depositar por cajero automatico en mi cuenta en dolares|Cat_110
quiero sacar tarjeta credito|Cat_337
necesito una bonificación de mantenimiento de cuenta sin cargo|Cat_73
ahora no se si soy select|Cat_142
como funcionan los puntos aa?|Cat_277
estoy necesitando un credito para comprar un usado|Cat_225
cuales son los requisitos para recibir una transferencia del exterior?|Cat_32
quiero solicitar paquete|Cat_39
quiero solicitar tarjeta debito|Cat_39
estoy interesado en solicitar una tarjeta de credito|Cat_337
me mandaron euros de españa y no los recibí|Cat_33
por que no me dejan dar de baja la cta?|Cat_41
donde informo mi número de pasajero frecuente advantage|Cat_278
quiero incorporarme a advantage|Cat_299
como sé cuando me va a llegar la tarjeta recargable que solicité?|Cat_293
el monto del pago del gas no es el mismo que me aparece en la factura de papel|Cat_129
metrogas tarjeta|Cat_132
rastreo de tarjeta|Cat_293
donde chequeo mis millas?|Cat_275
necesito que me cambien la sucursal de destino de la extensión que pedí.|Cat_318
para llenar el credito procrear|Cat_200
montomaximo transferencia banco|Cat_83
necesito saber como hago para pagar iibb de la ciudad de buenos aires|Cat_132
que requisitos piden para sacar un credito hipotecario|Cat_248
para sacar un préstamo|Cat_223
necesito mis últimos resumenes|Cat_138
quiero canjear por credito a mi tarjeta|Cat_322
en la tarjeta de credito visa figuran extracciones adelanto lo cual es imposible porque el banco solo permite una suma por dia|Cat_112
me podrian informar mas sobre la licitacion de letes|Cat_157
devolver reintegrar promoción|Cat_312
me robaron la casa que tengo asegurada|Cat_265
me podés explicar un ítem del resumen de cuenta?|Cat_115
es necesario ir personalmente a la sucursal a llevar los papeles presentados online para el prestamo hipotecario?|Cat_212
estaba haciendo el canje con la app y se tildó justo cuando estaba canjeando.|Cat_328
queria saber para poder sacar un prestamos|Cat_225
se debito dos veces la comisión por mantenimiento de cuenta|Cat_97
necesito confirmar el estado de la suscripción a movieclub.|Cat_280
pasaron mi tarjeta de debito dos veces me cobraron como la anulo|Cat_112
quiero cambiar importe debito automatico tarjeta|Cat_345
cual es el costo de escrituracion para prestamo hipotecario? el banco cubre alguno?|Cat_210
simulacro de prestamo|Cat_251
bloqueo de pin en el cajero|Cat_288
queria dar de baja la cuenta|Cat_41
la escribania la puedo elegir yo?|Cat_207
quiero saber si puedo rescatar el dinero que tengo en fci con normalidad?|Cat_172
qusiera averiguar sobre los creditos hipotecarios para clientes del banco que cobran sus haberes por el mismo ?|Cat_225
cual es la variación del cer?|Cat_107
averiguar por el plan de asistencia e n el exterior|Cat_282
como realizo un blanqueo de pin|Cat_288
quiero que me manden el comprobante de la póliza|Cat_266
quiero dar de bajas mis tarjetas|Cat_338
aparece consumo realize tarjeta credito peso dolar|Cat_112
necesito elevar la tasa de interés del plazo fijo|Cat_184
quiero agrandar mi margen diario|Cat_302
soy emprendedora y me gustaría conocer más sobre los cursos de formación y acompañamiento para mujeres que ofrece el banco|Cat_357
por que no veo cuanta plata tengo en un fondo|Cat_172
me llego un mail informándome sobre la disponibilidad de un open credit de cuanto es?|Cat_198
con tarjeta de débito visa se obtienen puntos?|Cat_323
no se me debito mi servicio de luz|Cat_129
extracion sin tarjeta?|Cat_295
si cambio la casa durante el préstamo por otra de mayor valor  me dan mas plata?|Cat_255
me quiero comunicar con la sucursal cerviño|Cat_91
custodia de moneda|Cat_165
seguro de vivienda servicios domiciliarios a donde comunicarse?|Cat_265
olvide mi clave de tarjeta|Cat_288
que diferencia hay entre uvas y uvis?|Cat_108
en que consiste el seguro por robo en cajeors?|Cat_261
como hago para sacar la tarjera|Cat_337
quiero saber el número de mi cuenta no me acuerdo|Cat_68
quiero agregar más límite a mi mastercard|Cat_302
deseo bloquer mi tarjeta de debito por robo|Cat_294
olvide contraseña|Cat_1
las tasas de intereses para compra de vivienda son fijas?|Cat_258
cual es el tiempo que tengo para presentar los papeles de la casa una vez aprobado el prestamo hipotecario?|Cat_206
no me acreditaron el cheque que deposite|Cat_49
agrandar linea de credito|Cat_196
cheque robado|Cat_48
adicionar pagar afip|Cat_132
quiero consultar por un movimiento en mi cuenta|Cat_50
que es el seguro de saldo deudor?|Cat_319
como hacer una transferencia|Cat_84
cambiar monto de adhesión al servicio de gas|Cat_106
limite de credito de tarjeta de credito gold|Cat_303
cual es el numero de telefono para consultar por los prestamos hipotecarios uva|Cat_225
pagar luz tarjeta|Cat_132
donde puedo reclamar por un consumo desconocido?|Cat_112
queria saber si todavia tengo cuenta|Cat_61
quisiera saber como hago para cambiar la cobertura de mi seguro?|Cat_268
cual es telefono para consultar por un credito hipotecario|Cat_225
nesecito saber mi disponible|Cat_303
existe un máximo de kilometros donde tenga que estar la propiedad para el prestamo hipotecario?|Cat_211
en el lugar donde trabajo me informan que depositaron los sueldos el dia viernes pero por demora del banco aun no me aparece acreditado. me podrá confirmar esa información?|Cat_62
quisiera saber la cotización de la acción teco|Cat_168
para comprar una casa donada|Cat_205
yo tengo tarjetas gold queria saber como podia hacer para pasarme a unas platinum|Cat_40
limites de saldo de la tarjeta|Cat_303
querer costo transferencia exterior|Cat_31
generar una nueva contraseña|Cat_1
deseo dar de baja esta póliza|Cat_262
que significa renovacion de capital|Cat_180
quiero refinaciar todo mis deudas|Cat_120
puedo sacar un credito hipotecario?|Cat_223
agenda pago factura servicio|Cat_129
estoy intentando hacer una transferencia y me dice que previamente tengo que asociar mi número de telefono  pero no encuentro donde es eso|Cat_80
donde queda la sucursal puerto madero?|Cat_91
como cambio mi clave y nombre de usuario|Cat_1
qué pasa si me atraso con la cuota del préstamo?|Cat_240
